1,2,3,4,5,6,7,8,target
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.27748916
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.680203152
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.192064116000005
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96429718
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57136584
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.908319812
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39236188
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3,11.98309288
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.65839972
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.076402024
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100,47.73931824
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.45883132
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.401235144
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.59946448
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.08573488
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92183956
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14,47.7117392
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.116911232
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69225402399999
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35047372
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56,61.06688932
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.25928304
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,7.995853172
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84481804
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,45.93978588
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.068218236
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.6090972
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.293786756
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,51.021224
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.41890172
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3,23.07676172
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.467284879999999
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.98611076
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69039536
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,36.3009114
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.6621069
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28,72.09850532
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.819846972
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3,12.5484632
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,46.38794528
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.3385028
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,39.300132
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43165204
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100,52.95865156
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.98661024
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.19871902
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2032056
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56,44.39535964
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3,7.74971024
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.719503284
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.315340359999999
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.46598588
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.01900564
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.064311264
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.10960674
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,51.4349096
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.934879596
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56,44.14025352
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.947729812
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.788400847999998
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.1243856
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56,43.38872468
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.782205536
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.85964676
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7,15.069975430541358
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.53571288
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,63.52831864
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.44570136
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.37597436
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100,66.9481196
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95395504
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,53.46196904
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.48629052
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89223198
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,37.81086384
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.615941924
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3,13.54130864
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.731264264
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.421479776
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14,35.2322236
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.180972492
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.804918356
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.234192132
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,29.59230992
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56,61.45989064
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3,32.10988228472932
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100,37.9556538
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.420110796000003
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.630650804
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,36.9903874
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28,38.50033984
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28,62.05284
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.0305768
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.073134492
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.617500724
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.290928956
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26343984
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05204048
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.377003588
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56,56.8472962
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.38846488
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.565230536
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.536402356
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74477404
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91232668
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,20.72564856
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.588422892
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,23.34565736
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.29609504
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.27555072
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61391356
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41427518
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.804398756000005
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.55887532
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14,16.87837248
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91369566
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.422359072
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.596806471999997
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7,40.28509771527068
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.461039708
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3,19.51906556
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.104130996
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85209244
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3,13.33446584
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.39821744
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.41590396
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,23.24519085418796
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.32823064
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.459520796
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28,27.22051248
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.49968028
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.24927068
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.626693796000005
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21075992
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89204216
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56,45.08483564
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.065470304
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51101176
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.435269296
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100,45.3675208
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77327244
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.524231644
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.43554904
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99050724
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77327244
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.300631656
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14,17.8229546
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.28978986
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.207822168
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,8.48744956
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.3938507
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,17.22311048
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.638264956
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.51802636
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87447548
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.051670812
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56,42.54756396
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.0634918
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.247292176
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17017076
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.280436883999999
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.202086448
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.260122448
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.70158688
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.22532884
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.3377234
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.86524252
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,35.9561734
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,49.97322048
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,39.300132
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56,51.25564584
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.426376088
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56,42.03045696
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56,36.63875464
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.917043144
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,56.8128224
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.233182848
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3,12.17614616
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38150014
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100,50.07664188
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.1964508
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100,56.63355864
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.98557104
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37264682
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.942373908
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.604880392
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.275580636
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4012152
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.782065752
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.03994972
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,68.75060685418796
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.419591196
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24379476
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52062436
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14,28.6822016
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.049192652
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.17810472
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52402188
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.937997196
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16001844
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56,43.49904084
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.79773388
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14,34.23937816
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28,57.02655996
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.22766704
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42086028
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100,44.20920112
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,26.04840328
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.443632932
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.859147104
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.314271244
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48062478
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91428524
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28,37.2661778
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.275510655999998
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.922479
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.63745564
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.675936308
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.14922668
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.34917472
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.1695112
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54104884
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.96696516
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.36856
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.39847724
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.77931782
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.89607912
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,38.995383608
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.10537996
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56,47.96684532
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,53.95839176
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.84897484
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.143910664
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.45897128
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42475728
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,52.5035974
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28,37.404073
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,38.01770664
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.98790924
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.331807832
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44154456
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.81709904
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.523602176
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3,21.29101888
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.88736576
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.404952296
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56,36.96970312
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.16693332
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.089012384
